,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,influencer
2337,kris,,"Whenever the price of cryptocurrency is rallying, people start spending a lot more.
– Erik Voorhees",2021-05-14 02:32:28+00:00,241,271,631,False,2021-11-15 02:11:48+00:00,"So $IOEN is working with #Emergi, a Dutch provider of electric vehicle fleets in Liberia and the Ivory Coast. Thru this, @IOEN_tech 's mission for energy optimization is surely attainable! @TheMoonCarl , be part of it now💯🚀

#Holochain #Blockchain #Ethereum #IoT #DeFi https://t.co/IUWaMAvNIN https://t.co/p0g51CKd77",['Emergi'],Twitter for Android,False,True
