,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,influencer
3207604,jack,,"crypto investor || Geek || Mentor
#nft #phtr #eth #bitcoin",2021-11-17 11:27:03,30.0,139.0,452.0,False,2022-05-13 17:57:43,"Just invest in Phuture !!
.
.
.
.
@phuture_finance 
#cryptomemes #phuturedao #ethereum #ethereummemes #investment #trading #bitcoin #investing #crypto #indexing
#indexinvesting #invest #blockchain #phtr #phuturememe #defi #trader #phuture #indexfunds #dankmemes #eth https://t.co/1K8bLkvRdL","['cryptomemes', 'phuturedao', 'ethereum', 'ethereummemes', 'investment', 'trading', 'bitcoin', 'investing', 'crypto', 'indexing', 'indexinvesting', 'invest', 'blockchain', 'phtr', 'phuturememe', 'defi', 'trader', 'phuture', 'indexfunds', 'dankmemes', 'eth']",Twitter Web App,False,True
3246599,kris,Rīga,,2009-09-10 09:21:55,90.0,353.0,48.0,False,2022-05-12 16:31:15,Those dudes in Bitfinex knows something.... BUYING OUT FKING tons..  ... #bitcoin https://t.co/C0d8F3eXYg,['bitcoin'],Twitter for Android,False,True
3264550,jack,,,2012-04-14 00:53:12,17.0,190.0,6.0,False,2022-05-12 08:04:40,"Although the decline of Bitcoin is terrible, I believe that this time is no different from before. I'm predestined to know you. I can give you some support with Lightning Network，hodl #bitcoin",['bitcoin'],Twitter for iPhone,False,True
3298043,jack,,,2022-03-28 12:20:01,15.0,297.0,530.0,False,2022-05-11 15:37:42,"JUST IN: The top 100 #Bitcoin wallets have added 77,618 #BTC ($2,420,000,000) in the past 24 hours.","['Bitcoin', 'BTC']",Twitter for Android,False,True
3310954,jack,,,2008-08-02 19:34:50,2.0,1.0,10.0,False,2022-05-10 19:37:08,"Socaljohn found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/i42MBPiupf #cryptocurrency #2848383 https://t.co/gM4MNoyrk6","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
3311170,jack,,,2008-08-02 19:34:50,2.0,1.0,10.0,False,2022-05-10 19:29:12,"Socaljohn found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/i42MBPiupf #cryptocurrency #337896 https://t.co/ZV7K9frHuz","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
3311204,jack,,,2008-08-02 19:34:50,2.0,1.0,10.0,False,2022-05-10 19:27:54,"Socaljohn found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/i42MBPiupf #cryptocurrency #2737886 https://t.co/b1S98OAS5E","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
3319205,saylor,,"the beras dont know there is no second best gripto asset

ceo of smolstrategy

#bitcorn",2022-03-15 00:06:15,855.0,106.0,62.0,False,2022-05-25 23:34:13,i really think a16z should just buy #bitcoin with leverage and just send it,['bitcoin'],Twitter Web App,False,True
3396126,kris,"Helsinki, Suomi",cryptocurrency investor 🇺🇸#bnb #bitcoin #luna #solana,2021-08-09 12:32:42,741.0,28,10362,False,2022-05-28 19:54:16,"#Bitcoin will be pumping😅

What do you say, Mr.@cz_binance ?
#Binance #BNB https://t.co/M8VTlIwsNJ","['Bitcoin', 'Binance', 'BNB']",Twitter for iPhone,False,True
3396250,kris,,figuring it out | georgia 🍑 los angeles📍,2022-05-04 05:53:25,2.0,52,0,False,2022-05-28 19:46:10,NEXT LEVEL TRAINING ON BLOCKCHAIN TECHNOLOGY PART 2   WEB 3 https://t.co/gnHnY0ItZj #Blockchain #Bitcoin #Ethereum,"['Blockchain', 'Bitcoin', 'Ethereum']",Twitter Web App,False,True
3410974,jack,Outsider,"Hey kau yang terluka karna engkau berbeda.
Jangan pernah menyerah hancurkan kesedihan
Kita kan bersama!!!
 #CryptoLovers #NFT #BNB #BTC #ETH #BRGArmy🔥🔥",2021-03-09 17:14:50,34.0,110.0,277.0,False,2022-05-27 18:26:07,Come on do something #Btc,['Btc'],Twitter for Android,False,True
3412468,saylor,,"the beras dont know there is no second best gripto asset

ceo of smolstrategy

#bitcorn",2022-03-15 00:06:15,863.0,106.0,64.0,False,2022-05-26 22:49:38,"Smol strategy bought the dip today! We have just acquired 0.05 Bitcoin at an average price of 29.335$ USD #Bitcoin 

PSA: looking for job",['Bitcoin'],Twitter Web App,False,True
3412647,saylor,,"the beras dont know there is no second best gripto asset

ceo of smolstrategy

#bitcorn",2022-03-15 00:06:15,863.0,106.0,64.0,False,2022-05-26 22:35:07,looking for a job after the events of today if anyone needs a good boat captain im available to steer the ship #Bitcoin,['Bitcoin'],Twitter Web App,False,True
3422398,tyler,,,2022-04-08 18:58:52,104.0,30.0,1223.0,False,2022-05-26 14:14:19,30min lol welcome to crypto #btc https://t.co/VGtx2kjAZh,['btc'],Twitter for iPhone,False,True
3570485,kris,"Helsinki, Suomi",cryptocurrency investor 🇺🇸#bnb #bitcoin #luna #solana,2021-08-09 12:32:42,727.0,32.0,10641.0,False,2022-06-15 09:10:48,"@nfa_inu Hi
When listed in @CoinMarketCap ?🚀💪🏻#NFAInu #inu #Binance #Bitcoin 🏆🥇","['NFAInu', 'inu', 'Binance', 'Bitcoin']",Twitter for iPhone,False,True
3604397,tyler,,,2022-04-08 18:58:52,102.0,38.0,1594.0,False,2022-06-14 23:26:32,"Busted %0.2

BOOOOOOOOOMMMM

#btc https://t.co/LUdfCPl5p5",['btc'],Twitter for iPhone,False,True
3605480,tyler,,,2022-04-08 18:58:52,102.0,38.0,1594.0,False,2022-06-14 21:31:28,"Wtff 

#btc https://t.co/2jgX1vXEgf",['btc'],Twitter for iPhone,False,True
3653848,tyler,,,2022-04-08 18:58:52,103.0,40.0,1689.0,False,2022-06-18 08:57:40,"Get whichever makes sense to you.

#Bitcoin #BTC https://t.co/Spolv1oD1d","['Bitcoin', 'BTC']",Twitter for iPhone,False,True
3692793,kris,"Helsinki, Suomi",cryptocurrency investor 🇺🇸#bnb #bitcoin #solana#babydoge#doge,2021-08-09 12:32:42,726.0,33.0,11054.0,False,2022-06-26 11:57:10,#BITCOIN pumping🔥@Cristiano @cz_binance @elonmusk https://t.co/9Ev84DJfe0,['BITCOIN'],Twitter for iPhone,False,True
3756354,jack,,,2008-08-02 19:34:50,3.0,1.0,14.0,False,2022-06-23 13:28:55,"Socaljohn found #bitcoin in a Green vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/s6K1qJ8zXt #cryptocurrency #55120 https://t.co/ye8y2kNv4d","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
3789922,jack,Hong Kong,"Cryptocurrency investor, NFT collector, holding BAYC#1097#2783#7392#7886，Holding 2000+BTC，Pay attention to me, and irregularly distribute fan benefits",2022-06-03 11:46:20,16305.0,10.0,31.0,False,2022-06-29 19:48:06,This is the right thing to do in a bear market.🤠@cz_binance #BAYC #ETH #BTC https://t.co/yY1SI4dbZD,"['BAYC', 'ETH', 'BTC']",Twitter for iPhone,False,True
3822998,kris,"American Fork, UT",cryptocurrency investor #bnb #bitcoin #solana#babydoge#doge,2021-08-09 12:32:42,733.0,27.0,11431.0,False,2022-07-03 19:05:29,#Bitcoin to moon😎 https://t.co/PGMIpq4uxD,['Bitcoin'],Twitter for iPhone,False,True
3840779,jack,,,2008-08-02 19:34:50,3.0,1.0,14.0,False,2022-07-17 23:25:22,"Socaljohn found #bitcoin in a Green vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/s6K1qJ8zXt #cryptocurrency #56909 https://t.co/qWouFWqRcA","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
3901606,tyler,,,2022-02-16 06:17:42,28.0,31.0,4118.0,False,2022-07-14 19:38:53,@Forbes Great but can’t afford it 👍 hopes for #Bitcoin,['Bitcoin'],Twitter for iPhone,False,True
4041763,jack,,,2008-08-02 19:34:50,3.0,13.0,15.0,False,2022-09-02 16:13:44,"Socaljohn found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/tmSLuZ02Xr #cryptocurrency #2842425 https://t.co/0y8of3ZGZe","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,True
4366631,jack,pa,IFBB Pro. Award Winning Author. Gamer.,2022-02-22 17:40:45,323.0,254.0,379,False,2022-10-10 05:53:37,shoutout #Bitcoin https://t.co/Pf04v9Q62t,['Bitcoin'],Twitter for iPhone,False,True
4459758,kris,"Texas, USA",proverbs 11:25,2022-10-25 20:12:34,0.0,6,3,False,2022-11-07 18:31:26,Interesting news #DeFi #crofam #CRO #CryptoNews #Cryptomonnaies #cronoschain #cronosphere #FFTB #Bitcoin #BTC #MarkZuckerberg,"['DeFi', 'crofam', 'CRO', 'CryptoNews', 'Cryptomonnaies', 'cronoschain', 'cronosphere', 'FFTB', 'Bitcoin', 'BTC', 'MarkZuckerberg']",Twitter Web App,False,True
4471987,jack,,,2022-11-14 15:47:52,0.0,3,1,False,2022-11-16 20:46:59,#Bitcoin is the Final Boss.,['Bitcoin'],Twitter Web App,False,True
4529196,jack,To The Moon,(IDO)Airdrop &IDO,2022-08-09 18:33:35,108.0,190,28,False,2022-11-15 06:31:46,"Dind't win , but it's okay , still have giveaway from #Binance One fact from #Bitcoin : Bitcoins are created as a reward for a process known as mining. They can be exchanged for other currencies, products, and services . #BitcoinButton","['Binance', 'Bitcoin', 'BitcoinButton']",Twitter Web App,False,True
