,Unnamed: 0.1,Unnamed: 0,id,text,isRetweet,isDeleted,device,favorites,retweets,date,isFlagged,user_name,user_followers
0,0,735,1331013908971261953,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",f,f,Twitter for iPhone,239911,35172,2020-11-23 23:16:59,f,realDonaldTrump,105100000
1,1,963,1321083351000862725,"Big GDP projected. Pelosi only looking to Bail Out badly run Democrat Cities. Tap, Tap, Taping us along. She has little interest in helping out the “people”.",f,f,Twitter for iPhone,91444,19008,2020-10-27 13:36:30,f,realDonaldTrump,105100000
2,2,1727,1336344843765866496,RT @Raiklin: These are the States with the largest electoral votes and vested interest in a free and fair election nationwide and that they…,t,f,Twitter for iPhone,0,8653,2020-12-08 16:20:13,f,realDonaldTrump,105100000
3,3,1998,1337790419875352576,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!",f,f,Twitter for iPhone,274436,58999,2020-12-12 16:04:25,f,realDonaldTrump,105100000
4,4,2013,1323030714330292226,"For decades, Joe Biden let other countries rip you off and cheat America blind! The only people who’ve benefited from his policies are himself &amp; his family. He shows up every 4 years, and then goes back to D.C. and caters to his special interests. My only special interest is YOU.",f,f,Twitter for iPhone,105662,23428,2020-11-01 22:34:37,f,realDonaldTrump,105100000
5,5,2324,1315747649681870849,"Viewership for NBA Finals Finale Crash Nearly 70%, Beaten by Random Sunday Night Football Game https://t.co/RaDVRSE4ww via @BreitbartNews Maybe they were watching in China, but I doubt it. Zero interest!",f,f,Twitter for iPhone,56928,13487,2020-10-12 20:14:19,f,realDonaldTrump,105100000
6,6,2448,1342817496924086278,"If a Democrat Presidential Candidate had an Election Rigged &amp; Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch &amp; the Republicans do NOTHING, just want to let it pass. NO FIGHT!",f,f,Twitter for iPhone,243192,62140,2020-12-26 13:00:14,f,realDonaldTrump,105100000
7,7,2889,1234727146964254721,"Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5%, a record low. Other countries are doing the same thing, if not more so. Our Federal Reserve has us....",f,t,Twitter for iPhone,2468,703,2020-03-03 06:27:46,f,realDonaldTrump,105100000
8,8,3215,1305379188648472577,RT @BurgessOwens: I am not a token. I am just part of a movement that will be seen loud and clear on election day.,t,f,Twitter for iPhone,0,12653,2020-09-14 05:33:46,f,realDonaldTrump,105100000
9,9,3998,1234728724219691008,"Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5%, a record low. Other countries are doing the same thing, if not more so. Our Federal Reserve has us....",f,f,Twitter for iPhone,52717,12969,2020-03-03 06:34:02,f,realDonaldTrump,105100000
10,10,4165,1291842540023558146,Pelosi and Schumer only interested in Bailout Money for poorly run Democrat cities and states. Nothing to do with China Virus! Want one trillion dollars. No interest. We are going a different way!,f,f,Twitter for iPhone,165910,40384,2020-08-07 21:03:57,f,realDonaldTrump,105100000
11,11,4205,1245000074167541761,"With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG &amp; BOLD, Two Trillion Dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4",f,f,Twitter for iPhone,163131,34886,2020-03-31 14:48:43,f,realDonaldTrump,105100000
12,12,4403,1245019122250981377,"RT @realDonaldTrump: With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructur…",t,f,Twitter for iPhone,0,34886,2020-03-31 16:04:24,f,realDonaldTrump,105100000
13,13,4675,1196632739266596865,"At my meeting with Jay Powell this morning, I protested fact that our Fed Rate is set too high relative to the interest rates of other competitor countries. In fact, our rates should be lower than all others (we are the U.S.). Too strong a Dollar hurting manufacturers &amp, growth!",f,f,Twitter for iPhone,70196,16096,2019-11-19 03:34:12,f,realDonaldTrump,105100000
14,14,4680,1196458467982270464,"Just finished a very good &amp, cordial meeting at the White House with Jay Powell of the Federal Reserve. Everything was discussed including interest rates, negative interest, low inflation, easing, Dollar strength &amp, its effect on manufacturing, trade with China, E.U. &amp, others, etc.",f,f,Twitter for iPhone,68851,15261,2019-11-18 16:01:42,f,realDonaldTrump,105100000
15,15,4726,1196063538986602496,RT @EliseStefanik: How many times can Adam Schiff say “the Gentlewoman is NOT recognized”? He clearly has NO interest in letting Republican...,t,t,Twitter for iPhone,0,22235,2019-11-17 01:52:24,f,realDonaldTrump,105100000
16,16,4762,1195441256446537729,RT @EliseStefanik: Obama’s own State Dept. was so concerned about conflicts of interest from Hunter Biden’s role at Burisma that they raise...,t,t,Twitter for iPhone,0,26656,2019-11-15 08:39:40,f,realDonaldTrump,105100000
17,17,4985,1224684209089982464,RT @awzurcher: Here’s your Iowa democracy in action - a coin toss to determine who gets the last delegate out of this #IowaCaucus precinct…,t,f,Twitter for iPhone,0,10570,2020-02-04 13:20:43,f,realDonaldTrump,105100000
18,18,5117,1238098341210148864,RT @ChadPergram: Trump says SBA will provide capital/liquidity to firms impacted by coronavirus. Will provide low interest loans,t,f,Twitter for iPhone,0,2894,2020-03-12 13:43:41,f,realDonaldTrump,105100000
19,19,5251,1207817078725578755,"So after the Democrats gave me no Due Process in the House, no lawyers, no witnesses, no nothing, they now want to tell the Senate how to run their trial. Actually, they have zero proof of anything, they will never even show up. They want out. I want an immediate trial!",f,f,Twitter for iPhone,192016,39916,2019-12-20 00:16:46,f,realDonaldTrump,105100000
20,20,5675,1201611943515017216,"Manufacturers are being held back by the strong Dollar, which is being propped up by the ridiculous policies of the Federal Reserve - Which has called interest rates and quantitative tightening wrong from the first days of Jay Powell!",f,f,Twitter for iPhone,50006,12873,2019-12-02 21:19:46,f,realDonaldTrump,105100000
21,21,5685,1264564261327720450,"A lot of interest in this story about Psycho Joe Scarborough. So a young marathon runner just happened to faint in his office, hit her head on his desk, &amp; die? I would think there is a lot more to this story than that? An affair? What about the so-called investigator? Read story! https://t.co/CjBXBXxoNS",f,f,Twitter for iPhone,64055,22790,2020-05-24 14:29:49,f,realDonaldTrump,105100000
22,22,6285,1264987006628749315,"I have zero interest in moving the Republican National Convention to Doral in Miami, as falsely reported by the Fake News @nytimes in order to stir up trouble. Ballroom is not nearly big enough &amp; would like to stay in N.C., whose gov. doesn’t even know if he can let people in? https://t.co/nqBBPv4VXS",f,f,Twitter for iPhone,52842,14637,2020-05-25 18:29:39,f,realDonaldTrump,105100000
23,23,8139,1206955356280279040,Would be sooo great if the Fed would further lower interest rates and quantitative ease. The Dollar is very strong against other currencies and there is almost no inflation. This is the time to do it. Exports would zoom!,f,f,Twitter for iPhone,80169,18133,2019-12-17 15:12:35,f,realDonaldTrump,105100000
24,24,8739,1260559055988408321,“Newly released documents show Schiff knew all along there was no proof of Russia-Trump collusion.” Wall Street Journal,f,f,Twitter for iPhone,168040,44455,2020-05-13 13:14:33,f,realDonaldTrump,105100000
25,25,9087,950103659337134080,"The Fake News Awards, those going to the most corrupt &amp, biased of the Mainstream Media, will be presented to the losers on Wednesday, January 17th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!",f,f,Twitter for iPhone,126448,28946,2018-01-07 20:35:39,f,realDonaldTrump,105100000
26,26,10204,1222186473849544704,"The Fed should get smart &amp;  lower the Rate to make our interest competitive with other Countries which pay much lower even though we are, by far, the high standard. We would then focus on paying off &amp; refinancing debt! There is almost no inflation-this is the time (2 years late)!",f,f,Twitter for iPhone,78703,17964,2020-01-28 15:55:37,f,realDonaldTrump,105100000
27,27,10578,1282888655930097665,RT @GeraldoRivera: Interesting watching #NYT trying to worm its way out of #RussianBounty bullshit expose. No proof of any such specific pr…,t,f,Twitter for iPhone,0,8682,2020-07-14 04:04:25,f,realDonaldTrump,105100000
28,28,10769,1302092504343482373,"RT @HSajwanization: I have no personal interest with Mr. Trump, nor I am an American, but this gesture really moved me !! Thank you @realDo…",t,f,Twitter for iPhone,0,34583,2020-09-05 03:53:39,f,realDonaldTrump,105100000
29,29,11227,1223252685358600192,"RT @WhiteHouse: There are many questions and concerns about the alleged whistleblower and potential conflicts of interest.

Democrats aren'…",t,f,Twitter for iPhone,0,10255,2020-01-31 14:32:21,f,realDonaldTrump,105100000
30,30,11271,1268675068814659584,"I thought this letter from respected retired Marine and Super Star lawyer, John Dowd, would be of interest to the American People. Read it! https://t.co/I5tjysckZh",f,f,Twitter for iPhone,108239,43114,2020-06-04 22:44:41,f,realDonaldTrump,105100000
31,31,11418,1302628942680068096,"Big Ten Football is looking really good, but may lose Michigan, Illinois, and Maryland because of those Governors’ ridiculous lack of interest or political support. They will play without them?",f,f,Twitter for iPhone,124212,21881,2020-09-06 15:25:16,f,realDonaldTrump,105100000
32,32,11499,1311777753046237185,"RT @jsolomonReports: Breaking: Senate report slams Bidens for conflicts of interest, flags possible criminal activity. GOP-led investigatio…",t,f,Twitter for iPhone,0,29879,2020-10-01 21:19:22,f,realDonaldTrump,105100000
33,33,12141,1254580573072392193,"RT @EricTrump: Article should have read: Trump as businessman had a passive, non-controlling/managing interest in an office building which…",t,f,Twitter for iPhone,0,19166,2020-04-27 01:18:12,f,realDonaldTrump,105100000
