,avgGas,timestamp,samples,tokenPrice_open,tokenPrice_close,tokenPrice_low,tokenPrice_high,txFee_open,txFee_close,txFee_low,txFee_high,gasPrice_open,gasPrice_close,gasPrice_low,gasPrice_high,token_name
0,696590.6590999999,2023-11-03T12:56:18.453Z,30,1795.93,1798.86,1793.92,1799.7,0.014932455642593852,0.0,0.0,0.06744912286757321,0.1,0.0,0.0,1.5,base
1,605241.2479933333,2023-11-03T12:26:16.986Z,30,1797.64,1787.96,1787.96,1798.86,0.0,4.94969624012922,0.0,4.94969624012922,0.0,3.0,0.0,10.0,base
2,795351.6243933333,2023-11-03T11:56:15.520Z,30,1787.96,1788.14,1785.32,1791.67,0.0,0.0,0.0,0.11952750000078839,0.0,0.0,0.0,1.5,base
3,534697.6487733333,2023-11-03T11:26:13.987Z,30,1788.96,1783.97,1783.97,1790.05,0.0,0.0,0.0,0.010382401102838742,0.0,0.0,0.0,1.5,base
4,397591.37087000004,2023-11-03T10:56:12.467Z,30,1787.48,1786.18,1783.7,1788.15,0.0,0.0,0.0,0.006546693308464724,0.0,0.0,0.0,0.12,base
5,266488.31282999995,2023-11-03T10:26:10.966Z,30,1784.9,1782.17,1782.17,1789.83,0.0,0.0,0.0,0.9247409433745561,0.0,0.0,0.0,3.0,base
6,866265.5371800005,2023-11-03T09:56:09.546Z,30,1789.83,1791.58,1782.17,1791.58,0.0,0.0,0.0,0.1605654935731002,0.0,0.0,0.0,1.0,base
7,401131.4271466667,2023-11-03T09:26:08.083Z,30,1791.58,1791.72,1791.13,1796.19,0.0,0.000290749400349912,0.0,0.054348798423375005,0.0,0.001,0.0,3.0,base
8,234730.5106533333,2023-11-03T08:56:06.670Z,30,1791.66,1796.95,1791.19,1797.27,0.0,0.0,0.0,0.09580591474331922,0.0,0.0,0.0,200.0,base
9,316604.84252999997,2023-11-03T08:26:05.441Z,30,1796.29,1802.39,1794.54,1802.39,0.0,0.0,0.0,0.0705032953717998,0.0001,0.0,0.0,1.5,base
10,221833.30228999993,2023-11-03T07:56:05.129Z,30,1802.39,1796.35,1796.35,1803.67,0.0,0.001788965119068908,0.0,0.0470416784114151,0.0,0.0047,0.0,2.5,base
11,230680.50999666663,2023-11-03T07:26:04.902Z,30,1796.07,1800.07,1796.07,1800.18,0.0,2.9988130529725505e-05,0.0,2.5912530351971057,0.0,0.0001,0.0,500.0,base
12,273635.56191,2023-11-03T06:56:04.656Z,30,1799.65,1797.57,1794.79,1799.87,0.00039388411988001455,0.0,0.0,0.009446220674284241,0.0049,0.0,0.0,0.12,base
13,242297.54786000002,2023-11-03T06:26:04.317Z,30,1796.33,1799.95,1796.33,1801.02,0.0,6.162745604866751e-05,0.0,0.0042735819515811605,0.0,0.0001,0.0,0.12,base
14,860719.4783533333,2023-11-03T05:56:03.921Z,30,1798.34,1799.11,1797.01,1799.77,5.584206455995701e-05,0.0001807647635485292,0.0,0.0038597974012416,0.0001,0.0001,0.0,0.12,base
15,610157.48639,2023-11-03T05:26:03.470Z,30,1799.77,1795.32,1792.71,1799.77,0.0,0.0,0.0,0.00824678177296587,0.0,0.0,0.0,0.125,base
16,395558.53349000006,2023-11-03T04:56:02.946Z,30,1793.77,1788.35,1787.48,1793.77,0.0,0.00059477337093194,0.0,0.07154716892624875,0.0,0.001,0.0,0.15,base
17,634451.4130866666,2023-11-03T04:26:02.383Z,30,1793.03,1795.47,1788.35,1797.87,0.0,0.0,0.0,0.06183598765029952,0.0,0.0,0.0,2.5,base
18,387595.9956966666,2023-11-03T03:56:01.706Z,30,1797.58,1798.99,1795.47,1800.13,0.030676039764225803,0.0,0.0,0.072497147399228,0.0,0.0,0.0,1.5,base
19,256922.95995999995,2023-11-03T03:26:01.029Z,30,1798.99,1799.55,1797.53,1799.55,0.0,0.0,0.0,0.0004765257347331251,0.0,0.0,0.0,5.0,base
20,323170.7684566667,2023-11-03T02:56:00.224Z,30,1799.55,1797.28,1796.11,1799.55,0.0,0.0,0.0,0.043421207353077605,0.0,0.0,0.0,5.0,base
21,319417.0330433334,2023-11-03T02:25:59.546Z,30,1796.49,1795.34,1794.37,1796.49,0.0,0.0,0.0,1.43511321925944,0.006,0.0,0.0,1.5,base
22,512863.9955033334,2023-11-03T01:55:58.460Z,30,1795.25,1785.45,1784.55,1795.25,0.0,0.0,0.0,0.1933552334357916,0.1,0.0,0.0,4.1558,base
