,avgGas,timestamp,samples,tokenPrice_open,tokenPrice_close,tokenPrice_low,tokenPrice_high,txFee_open,txFee_close,txFee_low,txFee_high,gasPrice_open,gasPrice_close,gasPrice_low,gasPrice_high,token_name
0,77750.404,2017-07-07T13:03:40.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.2956299660585563,0.3661854003081763,0.09925913206726855,0.3661854003081763,20.0,21.89,4.0,21.89,ETH
1,21375.327966666668,2017-07-07T12:30:22.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.1014201806226,0.2613320356530793,0.1014201806226,0.2613320356530793,20.0,50.0,20.0,50.0,ETH
2,43340.5159,2017-07-07T12:03:17.000Z,2.0,241.47662053,241.47662053,241.47662053,241.47662053,0.15876765836654583,0.2674215587799247,0.15876765836654583,0.2674215587799247,21.0,20.0,20.0,21.0,ETH
3,58453.14816666666,2017-07-07T11:35:19.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.36607786658329855,0.1288237815805917,0.1288237815805917,0.36607786658329855,20.0,15.0,15.0,20.0,ETH
4,56069.87906666667,2017-07-07T11:01:39.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.10386209749320591,0.16093803407708357,0.10386209749320591,0.16093803407708357,5.0,12.0,5.0,21.0,ETH
5,162256.2922666667,2017-07-07T10:28:34.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,3.8647518132232213,1.3663874076458595,0.25841037862932614,3.8647518132232213,50.0,50.0,20.0,50.0,ETH
6,31832.13045,2017-07-07T10:03:52.000Z,2.0,241.47662053,241.47662053,241.47662053,241.47662053,0.11651732760744737,0.30687533088513685,0.11651732760744737,0.30687533088513685,22.65,30.0,22.65,30.0,ETH
7,65587.52583333333,2017-07-07T09:29:42.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.24797842683309435,0.08198560129471562,0.08198560129471562,0.34447627180675244,21.0,4.0,4.0,22.65,ETH
8,124503.85216666666,2017-07-07T08:55:56.000Z,3.0,241.47662053,241.47662053,241.47662053,241.47662053,0.016052432908649293,0.6052600762363433,0.016052432908649293,0.6052600762363433,2.0,10.0,2.0,10.0,ETH
9,26041.65575,2017-07-07T08:32:00.000Z,2.0,241.47662053,241.47662053,241.47662053,241.47662053,0.13005312598699525,0.28023672938228694,0.13005312598699525,0.28023672938228694,22.65,41.0,22.65,41.0,ETH
