,avgL1Fee,avgGas,timestamp,samples,tokenPrice_open,tokenPrice_close,tokenPrice_low,tokenPrice_high,txFee_open,txFee_close,txFee_low,txFee_high,gasPrice_open,gasPrice_close,gasPrice_low,gasPrice_high,token_name
0,0.10410687199999996,357951.41148333333,2022-11-08T12:55:47.525Z,30,1478.2,1476.41,1475.67,1479.57,0.0004886784089540601,0.0006329550839680536,0.00014868098756589204,0.00133872407908,0.001,0.0012,0.0009,1.0,opt
1,0.12045413166666667,503649.9671400001,2022-11-08T12:25:47.196Z,30,1475.74,1484.29,1475.74,1485.14,0.00041396634928535605,0.000644105153970806,0.00020718753324360005,0.002262190301679061,0.001,0.001,0.0009,1.001,opt
2,0.13098500366666666,488891.50206,2022-11-08T11:55:46.966Z,30,1484.29,1482.83,1478.68,1484.29,0.0003813267296361781,0.00045422048559999996,0.00017361825603600002,0.0023130427271447996,0.001,0.001,0.001,1.0,opt
3,0.12574447766666666,676898.7894866666,2022-11-08T11:25:46.621Z,30,1482.83,1485.06,1482.62,1486.07,0.001280021429769383,0.000338897077758,0.000338897077758,0.0024437062125280003,0.001,0.001,0.0008,1.0,opt
4,0.13595203166666667,1090867.5663666665,2022-11-08T10:55:46.447Z,30,1484.93,1482.03,1479.42,1485.36,0.0009378934928122321,0.0009462806603712001,0.0005716838281840001,0.055375868560530006,0.001,0.001,0.001,0.641,opt
5,0.11246885366666667,634876.5876433332,2022-11-08T10:25:46.089Z,30,1481.48,1484.95,1481.48,1484.95,0.000956420111134488,0.00024996905825000004,0.00024996905825000004,0.0019046780178817052,0.001,0.001,0.0009,0.013,opt
6,0.11100981833333333,619825.9683033334,2022-11-08T09:55:45.799Z,30,1484.69,1490.52,1484.69,1490.62,0.0006085817059810001,0.0011583978620400002,0.00024200127346911502,0.003482596541163827,0.001,0.001,0.001,1.001,opt
7,0.13198753766666665,851527.4690366666,2022-11-08T09:25:45.547Z,30,1490.54,1489.72,1489.72,1497.38,0.0011655536883214731,0.000964413838208884,0.000270122401048398,0.0031417072580250003,0.001,0.001,0.001,1.0,opt
8,0.13802890966666667,484088.2959600001,2022-11-08T08:55:45.351Z,30,1489.72,1491.76,1488.37,1491.76,0.0013868817365555361,0.000663538660341856,0.000215517518889374,0.0023069142206596197,0.001,0.001,0.001,1.001,opt
9,0.133040493,783114.2549333334,2022-11-08T08:25:45.170Z,30,1491.39,1481.58,1481.34,1491.76,0.0012377110789708564,0.002473416148866192,0.0003486270707532,0.002747304455580092,0.001,0.001,0.001,0.003,opt
10,0.14764590866666666,622585.96169,2022-11-08T07:55:44.971Z,30,1481.58,1493.49,1480.26,1499.11,0.0017280178249515477,0.000266625700563783,0.000253474459719867,0.0028264823645124003,0.001,0.001,0.0009,3.6,opt
11,0.10555867133333335,732017.552673333,2022-11-08T07:25:44.746Z,30,1499.11,1478.71,1478.6,1499.21,0.0011756514326393631,0.0013602376683986112,0.00021506131390023003,0.002452701775898322,0.001,0.001,0.0009,0.0101,opt
12,0.130873048,738677.2555466668,2022-11-08T06:55:44.557Z,30,1478.6,1485.18,1478.56,1488.64,0.00113462867231664,0.002180128569280506,0.00015624277418250005,0.003131926939283493,0.001,0.001,0.0009,0.01,opt
13,0.1368372373333333,1077073.0866399999,2022-11-08T06:25:44.088Z,30,1486.16,1473.25,1473.25,1486.19,0.002068494393512248,0.0034622959726407754,0.00041702464468435,0.003600769906694195,0.001,0.001,0.0009,0.797,opt
14,0.138945983,950695.9232366665,2022-11-08T05:55:43.845Z,30,1472.32,1472.06,1470.15,1475.15,0.001019582434363744,0.002187740904987,0.00021617843199635205,0.002878664523328152,0.001,0.001,0.001,3.0,opt
15,0.18606404266666665,1453446.06616,2022-11-08T05:25:43.582Z,30,1471.58,1455.79,1450.91,1472.55,0.002474424892264063,0.005006667522225687,0.00038440726735666504,0.005006667522225687,0.001,0.0013,0.001,1.0,opt
16,0.1686566366666667,1365700.8913300002,2022-11-08T04:55:43.245Z,30,1455.79,1473.6,1455.79,1473.6,0.003130907193762915,0.001801225488,0.0006081519040696711,0.003831916515484255,0.001,0.001,0.001,3.0,opt
17,0.22835767100000004,1400617.2494199995,2022-11-08T04:25:43.047Z,30,1472.21,1487.78,1470.55,1491.52,0.0016027467139260933,0.002850498601745074,0.0005995680609712795,0.004342110586650991,0.001,0.001,0.001,1.2,opt
18,0.2732910516666667,1803044.9101700005,2022-11-08T03:55:42.399Z,30,1487.2,1526.88,1485.22,1526.88,0.0028953301478015204,0.001436529305113392,0.0006919951735487251,0.0058864868557066,0.001,0.001,0.001,0.2,opt
19,0.1699279411111111,1084627.2558333334,2022-11-08T03:26:17.506Z,27,1525.49,1530.56,1522.95,1532.89,0.0011994794389625,0.0033258355304507875,0.00044986029408000005,0.00549551491907847,0.001,0.0011,0.001,0.01,opt
20,0.21595697433333333,1348600.59323,2022-11-08T02:56:17.289Z,30,1530.56,1564.46,1530.56,1564.46,0.0025350670381356485,0.002883807760162,0.000682845690625915,0.004597490138898402,0.001,0.001,0.001,0.0559,opt
21,0.13402019366666668,472316.72606666666,2022-11-08T02:26:16.941Z,30,1569.58,1572.53,1569.58,1573.37,0.001295230286556,0.000519825388828834,0.000240248292400858,0.0026876092363100003,0.001,0.001,0.0008,0.031,opt
22,0.12102491733333334,564576.8273666666,2022-11-08T01:56:16.600Z,30,1572.47,1570.72,1569.98,1572.74,0.000802026874031436,0.0004852115078800001,0.00023664912197169006,0.002224996467786215,0.0012,0.001,0.001,0.031,opt
23,0.13295862733333333,511754.96375333326,2022-11-08T01:26:16.155Z,30,1570.7,1573.41,1567.64,1573.41,0.0007429577943420201,0.0028595014355974474,0.00024002646861582904,0.0028595014355974474,0.001,0.001,0.0009,1.001,opt
24,0.15793699000000003,842525.72842,2022-11-08T00:56:15.822Z,30,1573.41,1565.09,1564.97,1573.41,0.0023937757468350004,0.0008969104458857964,0.000391545472735264,0.004607838960233799,0.001,0.0012,0.0009,1.001,opt
