,date,avg_gas_price_in_wei,avg_value_in_wei
75,2020-08-31,7210336538.461537,1.0478557177743071e+19
76,2020-09-01,15143686165.273909,1.6134123989160511e+19
77,2020-09-02,5275000000.0,3.219469307552758e+18
78,2020-09-03,7273393225.246091,3.358233984001437e+19
79,2020-09-04,6109348546.190651,4.033079329385427e+19
80,2020-09-05,4449588477.366255,1.4868265309514041e+19
81,2020-09-06,3426169922.7623806,8.094275340833121e+18
82,2020-09-07,3397415715.607438,1.7226837445308987e+19
83,2020-09-08,1939833304.393124,6.811718021859784e+18
84,2020-09-09,2644244604.316547,1.4422476064294715e+19
85,2020-09-10,2106715141.1462789,2.1360852975011535e+18
86,2020-09-11,2251040510.5441175,1.6020426182076981e+19
87,2020-09-12,2197552813.218992,8.605235026713736e+18
88,2020-09-13,1833199518.2657568,2.160887112314942e+19
89,2020-09-14,3376208814.719726,1.3373413332530393e+19
90,2020-09-15,1686117566.6438825,3.1191767454475105e+18
91,2020-09-16,1951713462.922966,2.6526785829991096e+18
92,2020-09-17,3545198019.80198,1.2484973262317573e+18
93,2020-09-18,5250618774.5246,5.715491955468688e+18
94,2020-09-19,2234759068.7601514,9.338669633250191e+18
95,2020-09-20,2485326757.0900126,4.3040982732050235e+19
96,2020-09-21,2242760635.3106356,3.2082068548053806e+18
97,2020-09-22,2871256434.2536263,2.546672863441806e+19
98,2020-09-23,2184077169.2745376,1.927703545799658e+19
99,2020-09-24,3759915767.09192,1.1843265523966659e+19
100,2020-09-25,2021570273.7532704,7.019691918170913e+17
101,2020-09-26,2005776501.8904915,1.4575548870035149e+19
102,2020-09-27,1999710401.8912528,4.793000007445769e+18
103,2020-09-28,1633604130.052724,2.5232864163822464e+18
104,2020-09-29,1642751005.186178,1.266750423466622e+19
105,2020-09-30,2165226799.7551675,3.5550471736350663e+19
106,2020-10-01,1871917978.7888656,3.2038130163306394e+18
107,2020-10-02,1472329012.019049,2.605566006751185e+18
108,2020-10-03,1811403486.4621377,3.5126832453721006e+18
109,2020-10-04,1740923136.3460796,1.3049949564264913e+19
110,2020-10-05,1145196712.2738435,2.27582257906256e+18
111,2020-10-06,1397446018.8933873,1.4649509238846564e+19
112,2020-10-07,1481066483.5164835,3.1187862360642974e+19
113,2020-10-08,1428203152.5122275,3.178844476182608e+18
114,2020-10-09,1874315568.9540648,2.187612051690062e+19
115,2020-10-10,1384024439.102564,2.676470842940432e+19
116,2020-10-11,1348366866.9976482,2.085153734080387e+19
117,2020-10-12,1898288978.9033785,1.9793821819992388e+19
118,2020-10-13,1678980197.6025472,5.324886786035062e+19
119,2020-10-14,1831802508.6736052,8.293159191841681e+18
120,2020-10-15,1344390606.8631315,1.3261994807600669e+19
121,2020-10-16,1488008503.4908404,4.2664207379616353e+18
122,2020-10-17,1177135485.8485746,8.289415280347716e+18
123,2020-10-18,1292810069.704476,1.1581736622491083e+19
124,2020-10-19,1271037332.7729917,1.2277990667537336e+19
125,2020-10-20,2203743882.5448613,8.853038234266706e+18
126,2020-10-21,2448547813.9966006,5.943436801170809e+18
127,2020-10-22,1966423629.9511664,2.0119661481255043e+20
128,2020-10-23,2632043698.9778414,3.7147256691928315e+20
129,2020-10-24,1651805660.5358193,1.147457622782568e+20
130,2020-10-25,1912771055.7946885,3.3709531234710786e+19
131,2020-10-26,2263217726.396917,4.637936762180476e+20
132,2020-10-27,7011693378.321383,8.838530452216786e+19
133,2020-10-28,12934467089.820518,1.752010504342888e+19
134,2020-10-29,4095813105.7907376,1.10821010101072e+20
135,2020-10-30,3359473770.1045666,2.1467236996335865e+20
136,2020-10-31,1872014704.6395676,4.842772049279622e+19
137,2020-11-01,1314796556.7288923,1.5996716134068165e+20
138,2020-11-02,2228105372.7883525,1.5907988691523688e+19
139,2020-11-03,1968199792.609606,2.5527701513415487e+19
140,2020-11-04,2343970235.048624,1.80160578717918e+19
141,2020-11-05,2172256029.684601,2.4511086460907412e+20
142,2020-11-06,2170283579.7455854,7.191462081772727e+18
143,2020-11-07,1837471004.5797892,1.4534272845946855e+19
144,2020-11-08,1697634164.2718706,1.5070174690843308e+19
145,2020-11-09,1534582657.1340847,7.785155777959773e+18
146,2020-11-10,1703725397.4606175,7.108802744013125e+18
147,2020-11-11,2411792626.971152,3.882861695275883e+19
148,2020-11-12,1453239678.9291809,1.1686566488224327e+20
149,2020-11-13,1610968110.3399806,5.75973291832108e+18
150,2020-11-14,1377865519.1980329,1.230605125133483e+19
151,2020-11-15,1415720586.825199,2.284189184495687e+19
152,2020-11-16,1566414581.0663764,1.3150121025904333e+19
153,2020-11-17,2061771361.6855247,3.6325048907629167e+19
154,2020-11-18,2516179245.2830186,2.7411111897509843e+19
155,2020-11-19,2196331136.2906847,2.3911631702916813e+19
156,2020-11-20,2664765033.8510556,2.5866600363872326e+19
157,2020-11-21,1768084451.5573063,8.854654992682289e+18
158,2020-11-22,2050353674.2828271,2.7933917009837887e+19
159,2020-11-23,2702359269.167283,8.692238958916464e+18
160,2020-11-24,2613032457.011446,7.487279604728261e+18
161,2020-11-25,2471830985.915493,7.753216308581407e+18
162,2020-11-26,2802738565.782044,5.023708990841938e+18
163,2020-11-27,2139088380.0556388,3.887105568189645e+18
164,2020-11-28,2110310789.6794367,1.9840710633856446e+19
165,2020-11-29,1488479664.394082,5.556659494688892e+18
166,2020-11-30,1651937518.6493564,2.332194351467285e+19
167,2020-12-01,1377622556.5448775,2.1719085612806756e+18
168,2020-12-02,1102324438.8110852,2.733496143171385e+18
169,2020-12-03,1092929099.3800347,9.677691149244183e+17
170,2020-12-04,1124965412.9532511,9.260005861529616e+18
171,2020-12-05,1078122929.0147943,2.626946683540907e+18
172,2020-12-06,1100040574.034382,8.916810018361952e+18
173,2020-12-07,1183125705.7842944,2.309081262909455e+18
174,2020-12-08,1122323055.5269957,7.708876503022689e+18
175,2020-12-09,1094577106.4654317,2.2404653171561313e+18
176,2020-12-10,1080794629.004104,3.3626499877538176e+18
177,2020-12-11,1099656636.1395297,2.0843124968191928e+18
178,2020-12-12,1069086382.5484647,8.48268248605269e+17
179,2020-12-13,1091780014.186469,3.680307942566957e+17
180,2020-12-14,1102392515.0050905,1.2281296497683756e+18
181,2020-12-15,1178065182.5848162,2.4832700631375094e+18
182,2020-12-16,1301684200.2318113,9.280179884072276e+18
183,2020-12-17,1605492726.320181,8.822248094401033e+18
184,2020-12-18,1409672045.3558512,6.644884023345816e+18
185,2020-12-19,1745156323.7933505,3.821162904889469e+19
186,2020-12-20,1488441182.1518252,3.075235811720715e+19
187,2020-12-21,1580465422.7382977,2.15169375919615e+19
188,2020-12-22,1406363222.921246,8.755319672894325e+18
189,2020-12-23,1402343151.7688498,8.643699024352437e+18
190,2020-12-24,1324917694.657094,9.333282761483774e+18
191,2020-12-25,1497661656.2317812,2.814720130023505e+18
192,2020-12-26,1446126114.315679,5.978194935818424e+18
193,2020-12-27,1438797693.320388,1.1047320995945232e+19
194,2020-12-28,1648983268.9832687,1.3866082607577958e+19
195,2020-12-29,1512985141.1200504,5.043506876902661e+18
196,2020-12-30,1631660354.4479458,3.690748210032852e+18
197,2020-12-31,1536434384.8393035,4.6032298936257055e+18
198,2021-01-01,1418339938.3531485,4.0503504538062024e+18
199,2021-01-02,1649355249.745158,3.2842757596045056e+18
200,2021-01-03,1846042039.3559928,1.4466270945170692e+19
201,2021-01-04,1966242767.0783317,1.4626714603226153e+19
202,2021-01-05,2142428148.248649,5.171744265971505e+18
203,2021-01-06,1675630883.9532273,1.461128547618968e+19
204,2021-01-07,22010408092.88424,2.227816049556507e+19
205,2021-01-08,1576816519.1004696,2.8558108105528366e+18
206,2021-01-09,1718623941.9588876,4.850487325132531e+18
207,2021-01-10,1713369460.077383,1.0126168481245776e+19
208,2021-01-11,1956719330.3777752,2.79013613055898e+18
209,2021-01-12,1889381435.553068,7.333955913639387e+18
210,2021-01-13,1828321575.2730756,7.608413686361475e+18
211,2021-01-14,1795288642.3467467,8.961124134179669e+18
212,2021-01-15,1798580905.0090623,3.759772967123244e+19
213,2021-01-16,2996088424.539721,9.532958118060602e+19
214,2021-01-17,3214314314.3143144,9.10320447697941e+19
215,2021-01-18,1892471479.9042037,2.6060088826389144e+19
216,2021-01-19,2292511188.979892,3.4950238218315403e+19
217,2021-01-20,2848984197.7523046,5.979335830467433e+19
218,2021-01-21,1730781862.479009,1.1113247590472454e+19
219,2021-01-22,2325931308.2228303,1.6177227745070305e+19
220,2021-01-23,2737240492.579972,2.037578002568085e+19
221,2021-01-24,2888902516.7304306,6.368603047499319e+19
222,2021-01-25,3126522118.0097337,7.266169735000047e+19
223,2021-01-26,1866890196.9004087,4.512597711721298e+19
224,2021-01-27,1842492420.082974,4.055964537956501e+19
225,2021-01-28,1915062482.46443,2.9688794182045184e+19
226,2021-01-29,2689221262.302301,1.0315130791865562e+20
227,2021-01-30,2772813082.853178,5.782028768779919e+19
228,2021-01-31,2715105523.296725,1.1727181199849853e+19
229,2021-02-01,2561034920.241324,1.441286570326432e+19
230,2021-02-02,2809596329.129414,1.6192374070426868e+19
231,2021-02-03,3128457967.380628,6.757721733817904e+19
232,2021-02-04,3171161043.7466903,2.3050264515899957e+19
233,2021-02-05,3973915795.902813,8.202982726718603e+19
234,2021-02-06,3309203232.9656196,1.6157221462562056e+19
235,2021-02-07,2770998679.594048,7.574873437991223e+19
236,2021-02-08,3729240349.4496703,4.814909309794477e+19
237,2021-02-09,4063761264.333789,4.888639772796535e+19
238,2021-02-10,3609424130.0458007,4.230636074859129e+19
239,2021-02-11,2894474193.1652455,1.3461900951736734e+19
240,2021-02-12,5381756075.975372,3.749957325426124e+19
241,2021-02-13,4051040548.538935,2.7996845573145043e+19
242,2021-02-14,3374535805.3526697,3.740090782121445e+19
243,2021-02-15,23480361747.716328,4.083123333462296e+19
244,2021-02-16,3613533370.953136,4.765004960524426e+19
245,2021-02-17,3364060643.2197285,6.182880722096018e+19
246,2021-02-18,3828486873.827264,6.900895066886821e+19
247,2021-02-19,4168083105.696143,5.655620909245549e+19
248,2021-02-20,4236036296.165843,1.051591032536424e+20
249,2021-02-21,4829550415.106772,7.142335024326329e+19
250,2021-02-22,5892862413.514825,8.177788829373455e+19
251,2021-02-23,5085404763.864257,7.567932070649843e+19
252,2021-02-24,5370039983.565391,9.656909519850825e+19
253,2021-02-25,11471910150.000715,1.0688187135876234e+20
254,2021-02-26,15834875179.67056,6.590883333907888e+19
255,2021-02-27,17311519724.57883,8.484103379469799e+19
256,2021-02-28,17662523462.824787,1.1289285425284257e+20
257,2021-03-01,21051112830.064358,9.577804371898966e+19
258,2021-03-02,37829086395.92876,5.046513783235645e+19
259,2021-03-03,34088357658.026188,7.0470185307259535e+19
260,2021-03-04,63866111654.74617,7.986947843067014e+19
261,2021-03-05,22762979593.618877,7.027895354663893e+19
262,2021-03-06,54339449650.84633,4.092906117132519e+19
263,2021-03-07,52770427766.63965,5.653840252646828e+19
264,2021-03-08,49231725631.61556,6.1622504709094105e+19
265,2021-03-09,44976724749.69778,7.101901234463481e+19
266,2021-03-10,27483101105.88738,4.978693682018182e+19
267,2021-03-11,38903922441.689255,6.369465915018705e+19
268,2021-03-12,42202403714.39886,7.312977363530542e+19
269,2021-03-13,26798116128.9126,6.791380225955832e+19
270,2021-03-14,31948573137.32793,5.837798411535313e+19
271,2021-03-15,35267804206.975365,2.8382646054480458e+19
272,2021-03-16,22028793409.32377,2.9925646733649957e+19
273,2021-03-17,13375406085.898285,1.7727215063466445e+19
274,2021-03-18,9253424630.721811,1.7354075929872912e+19
275,2021-03-19,10964347035.459639,2.757379032812624e+19
276,2021-03-20,14296623119.138737,2.2303746293095113e+19
277,2021-03-21,20644385225.36803,3.216303850779553e+19
278,2021-03-22,18789926351.338448,2.646735296154447e+19
279,2021-03-23,16926956925.121468,3.736742338073541e+19
280,2021-03-24,18945172052.2961,5.723555607332175e+19
281,2021-03-25,21161191032.693188,2.353481535454871e+19
282,2021-03-26,16106240239.040377,2.7516788605592105e+19
283,2021-03-27,15264323504.127392,1.8035194585953407e+19
284,2021-03-28,16890542450.55841,3.352485080246172e+19
285,2021-03-29,27675337399.649128,4.508161427053501e+19
286,2021-03-30,15812067606.401909,3.3892407254817886e+19
287,2021-03-31,18473042744.240627,4.519305010375554e+19
288,2021-04-01,16176642761.322355,3.5842697825150054e+19
289,2021-04-02,13518240138.811468,3.4309338587436302e+19
290,2021-04-03,10649140527.159939,3.0174476624143516e+19
291,2021-04-04,14341693742.166367,3.0195896052085514e+19
292,2021-04-05,11647247395.585527,3.377655985891888e+19
293,2021-04-06,15204916845.442553,3.452720506097929e+19
294,2021-04-07,18801561791.122757,3.422453450696819e+19
295,2021-04-08,20467231644.758137,3.4794264909017534e+19
296,2021-04-09,16871240047.19728,2.071060963305399e+19
297,2021-04-10,11993340610.984585,2.330827921501356e+19
298,2021-04-11,11166568706.96729,4.117587740218851e+19
299,2021-04-12,13354191202.7093,3.0867895818041614e+19
300,2021-04-13,12578814334.53136,5.285093399918813e+19
301,2021-04-14,14923901146.506756,5.2312734742088175e+20
302,2021-04-15,16106931151.356764,4.8156055882629127e+20
303,2021-04-16,10847452425.228148,5.178864002315644e+20
304,2021-04-17,11299933037.29848,3.094200897520476e+20
305,2021-04-18,19857321249.313015,3.314793496224817e+20
306,2021-04-19,25278234025.50421,2.220164048636493e+20
307,2021-04-20,25695560362.0958,1.5764382497609584e+20
308,2021-04-21,18911673852.384087,1.5242479597317092e+20
309,2021-04-22,23927586735.957294,1.9394295917077935e+20
310,2021-04-23,25336346180.4888,1.2345321234213547e+20
311,2021-04-24,17294429910.01064,1.4423123517126194e+20
312,2021-04-25,19052261412.5051,1.6439818514184323e+20
313,2021-04-26,24793758646.505833,1.4824429827837588e+20
314,2021-04-27,38707040015.08842,1.518434910004422e+20
315,2021-04-28,27979026718.207848,9.969820864909338e+19
316,2021-04-29,24038873420.123123,1.3180697317145195e+20
317,2021-04-30,18281727465.571262,8.896231730581266e+19
318,2021-05-01,18890289025.587353,9.555868883611276e+19
319,2021-05-02,13937453185.366764,1.3807342946623693e+20
320,2021-05-03,15107825870.660856,1.2580615845028312e+20
321,2021-05-04,11084125885.762075,1.0877556359963872e+20
322,2021-05-05,8856949192.12774,8.717383034178257e+19
323,2021-05-06,7397000329.645259,6.827021642633766e+19
324,2021-05-07,7903651923.038558,7.595837704415119e+19
325,2021-05-08,3334628122.2671657,3.1129972663626015e+19
326,2021-05-09,4836291619.933338,6.360323949805961e+19
327,2021-05-10,6004301907.264673,2.943767229318556e+19
328,2021-05-11,4376279275.6563425,4.164430418281216e+19
329,2021-05-12,5881509003.408984,4.151944893220934e+19
330,2021-05-13,5319914342.4974575,4.982145636412097e+19
331,2021-05-14,6649114406.285981,5.20618387816904e+19
332,2021-05-15,7817436174.055013,4.4612595296727925e+19
333,2021-05-16,5580538922.014628,3.6478347566485086e+19
334,2021-05-17,5329027598.168903,2.7208140447293047e+19
335,2021-05-18,5003689914.1792755,2.79808089355579e+19
336,2021-05-19,6323209583.138784,3.2152269460981764e+19
337,2021-05-20,6819315076.812855,3.091849592865294e+19
338,2021-05-21,7203346630.496464,3.636561708753864e+19
339,2021-05-22,3824083624.8890066,3.0258589459797254e+19
340,2021-05-23,8701898213.195036,6.129688925454982e+19
341,2021-05-24,5820323885.546278,3.774679592639801e+19
342,2021-05-25,3390712465.953629,3.0470139636960395e+19
343,2021-05-26,5335273772.985991,2.163492456840073e+19
344,2021-05-27,4220053549.076344,1.626133017885458e+19
345,2021-05-28,3792106740.3958898,1.4493910919765395e+19
346,2021-05-29,3154253980.7909303,1.5592138469171511e+19
347,2021-05-30,3142814250.642996,1.4667577893072069e+19
348,2021-05-31,2759679503.9973736,1.7485593030097848e+19
349,2021-06-01,2335207015.549397,1.1620212732619493e+19
350,2021-06-02,2108219717.2730248,1.355072929831858e+19
351,2021-06-03,2610616582.3672295,9.087931172615395e+18
352,2021-06-04,4277446259.008928,1.498927345476192e+19
353,2021-06-05,5075340861.957799,1.4032836724580671e+19
354,2021-06-06,4111481764.3358855,8.055185648672324e+18
355,2021-06-07,5592137864.359731,1.4555753077595757e+19
356,2021-06-08,6977226497.54208,2.205388873955232e+19
357,2021-06-09,7047802444.157299,1.9874078880086086e+19
358,2021-06-10,29702965452.80988,1.7528911292214688e+19
359,2021-06-11,6210460284.635061,1.298135409888438e+19
360,2021-06-12,5868891595.846657,1.6506455789502384e+19
361,2021-06-13,5709639094.844002,1.1529265326955948e+19
362,2021-06-14,7497872089.460382,2.7351428645976166e+19
363,2021-06-15,7778681714.752668,3.762058342042321e+19
364,2021-06-16,39115560982.2879,3.203641397572413e+19
365,2021-06-17,28998128190.452324,3.6102987210556985e+19
366,2021-06-18,13427683346.73802,2.033453311750288e+19
367,2021-06-19,12394024128.414896,1.093825630580656e+19
368,2021-06-20,16079678520.288939,1.22909140601079e+19
369,2021-06-21,21199223552.807377,1.3293523216982372e+19
370,2021-06-22,28412777259.47138,2.233431847249964e+19
371,2021-06-23,20283274079.232548,1.615659022652867e+19
372,2021-06-24,17083942393.001911,9.118150988799507e+18
373,2021-06-25,21075365261.42487,1.524265255299252e+19
374,2021-06-26,16562450246.140636,8.583404471576317e+18
375,2021-06-27,17023458215.588776,1.568417545107885e+19
376,2021-06-28,16849910854.490252,2.4373755297220985e+19
377,2021-06-29,17188575714.10335,7.92202750193515e+18
378,2021-06-30,18893464979.619064,7.267306583227774e+18
379,2021-07-01,23892433708.173306,6.512840220808776e+18
380,2021-07-02,23631469924.18422,7.298947219679391e+18
381,2021-07-03,20308928805.259487,5.880729356616335e+18
382,2021-07-04,22214193626.41092,4.567394956059024e+18
383,2021-07-05,18122674259.24931,6.060334535616852e+18
384,2021-07-06,25320854251.22666,7.01262456451232e+18
385,2021-07-07,19371953649.616417,1.2413224856479551e+19
386,2021-07-08,30054798960.143093,7.332333731177757e+18
387,2021-07-09,34583918853.37146,6.077593477639789e+18
388,2021-07-10,34887548607.99237,7.0247848806028e+18
389,2021-07-11,34365544835.90647,3.5230530933395727e+18
390,2021-07-12,68336981075.99277,9.83927157856924e+18
391,2021-07-13,36208773334.10257,5.4456057492675e+18
392,2021-07-14,40305791768.0926,7.039993811903981e+18
393,2021-07-15,33649819408.045204,6.606906367958196e+18
394,2021-07-16,40760810727.79605,9.712765550721042e+18
395,2021-07-17,34674566149.953865,1.4727376690197903e+19
396,2021-07-18,37060765364.96389,7.656997242207923e+18
397,2021-07-19,48892213933.00181,8.059232721124835e+18
398,2021-07-20,74821546666.02592,1.5377297559682073e+19
399,2021-07-21,35328588819.50934,3.549401153275188e+19
400,2021-07-22,30301559152.123276,1.177081769178564e+19
401,2021-07-23,32564868396.211056,8.444372256518645e+18
402,2021-07-24,23532241147.759125,7.784859741916242e+18
403,2021-07-25,22349394403.3912,4.90757245454762e+18
404,2021-07-26,56807496678.333534,8.76567608446604e+18
405,2021-07-27,30025834779.10877,8.806120222014923e+18
406,2021-07-28,35861014925.5601,5.932986536896063e+18
407,2021-07-29,28610768174.483963,1.1953955326255004e+19
408,2021-07-30,34425763003.365845,1.155859658104422e+19
409,2021-07-31,24645539460.06627,9.342676483649798e+18
410,2021-08-01,32646005916.34592,8.836030639577261e+18
411,2021-08-02,24278411234.45875,9.788042240835252e+18
412,2021-08-03,36792975723.058495,9.989460361715718e+18
413,2021-08-04,28844517583.124157,1.2183525115529832e+19
414,2021-08-05,49652488730.00362,9.116531627644789e+18
415,2021-08-06,30977893222.70501,8.566610355691424e+18
416,2021-08-07,44433164325.55873,8.664104574487995e+18
417,2021-08-08,43742248105.91839,7.936621456324122e+18
418,2021-08-09,49242412566.65474,7.371993170746195e+18
419,2021-08-10,63279742864.72729,1.0791993318828397e+19
420,2021-08-11,68906837891.31516,1.6785840677678293e+19
421,2021-08-12,47342278949.41246,1.1054790366706907e+19
422,2021-08-13,54819360296.8926,1.1073750562814396e+19
423,2021-08-14,39393962875.400696,8.78611470286511e+18
424,2021-08-15,40729271982.45929,8.408253308312224e+18
425,2021-08-16,33014127627.49573,1.1116703995208997e+19
426,2021-08-17,38175178768.36685,1.1192928771524192e+19
427,2021-08-18,36260335124.83446,9.533341776185442e+18
428,2021-08-19,30359277150.491913,7.715891942260477e+18
429,2021-08-20,43655733524.97552,8.866156644366088e+18
430,2021-08-21,33107927385.04329,1.111191263692989e+19
431,2021-08-22,33455326667.940323,5.454587259193968e+18
432,2021-08-23,51624689180.73483,5.274839715654059e+18
433,2021-08-24,43624074403.10165,6.178636768872642e+18
434,2021-08-25,57095695840.07333,5.223621117209693e+18
435,2021-08-26,55917346986.99689,7.558075302737468e+18
436,2021-08-27,36203157061.97773,7.165681223740056e+18
437,2021-08-28,32152314213.43528,7.326413740048298e+18
438,2021-08-29,33155708069.5344,6.199640356129013e+18
439,2021-08-30,39125746099.018074,9.585351217208562e+18
440,2021-08-31,34867844534.60068,1.0420547390386332e+19
441,2021-09-01,34509393980.02848,6.356029502214994e+18
442,2021-09-02,33157229891.209335,6.210347324106116e+18
443,2021-09-03,31788744140.00352,4.968860687336682e+18
444,2021-09-04,28590648917.5418,6.818480034245976e+18
445,2021-09-05,28571764522.24569,9.702266571418802e+18
446,2021-09-06,28027311692.816647,9.676757715011076e+18
447,2021-09-07,111134637472.1146,1.8697183995993465e+19
448,2021-09-08,53007340592.92386,1.4283514227465966e+19
449,2021-09-09,38893325011.90862,6.943533631937225e+18
450,2021-09-10,54172734706.36346,9.765446008040739e+18
451,2021-09-11,28007909261.790264,7.491695097032533e+18
452,2021-09-12,43275577243.55393,5.269017633860595e+18
453,2021-09-13,38224638778.17371,4.5345828260317414e+18
454,2021-09-14,30969462807.261253,4.321889939524648e+18
455,2021-09-15,37315787985.19797,6.41675482895727e+18
456,2021-09-16,44776712660.80449,6.183516462473919e+18
457,2021-09-17,29361646041.014248,5.150246426272776e+18
458,2021-09-18,35918186232.60596,3.455108653316265e+18
459,2021-09-19,30795489601.606342,4.405145605043497e+18
460,2021-09-20,62762017830.04018,6.176666135302525e+18
461,2021-09-21,83807629454.5917,4.4678816853314806e+18
462,2021-09-22,37095635699.331726,1.0164397134938657e+19
463,2021-09-23,29911125147.080902,6.975155438497428e+18
464,2021-09-24,44096498095.27965,4.766928306554096e+18
465,2021-09-25,32766094450.523254,3.696883282532025e+18
466,2021-09-26,27567382725.54875,4.336600538297692e+18
467,2021-09-27,25846343652.647568,4.802446403742717e+18
468,2021-09-28,27550130975.198696,4.020163592045793e+18
469,2021-09-29,34932022451.23323,4.045731698783822e+18
470,2021-09-30,43018054406.00495,4.975140904885479e+18
471,2021-10-01,35568409484.85937,5.578734447196753e+18
472,2021-10-02,26623259431.25424,4.748629997002242e+18
473,2021-10-03,24845555923.970764,4.083307089136173e+18
474,2021-10-04,35579434278.32479,5.72966458559821e+18
475,2021-10-05,39751969039.566536,5.720128143217914e+18
476,2021-10-06,74939422142.18993,8.672898987037858e+18
477,2021-10-07,64620118271.63629,7.253954336619003e+18
478,2021-10-08,66878925095.577934,8.457249617260666e+18
479,2021-10-09,56285533055.97422,5.993359489509016e+18
480,2021-10-10,59051560906.78953,7.441190331003818e+18
481,2021-10-11,56183991156.92413,7.370382007183718e+18
482,2021-10-12,61326109962.43362,9.025109777741938e+18
483,2021-10-13,56462444844.46213,7.834478793848143e+18
484,2021-10-14,69157612870.04352,1.4696145276977596e+19
485,2021-10-15,120751777483.08627,3.1558179322286354e+19
486,2021-10-16,60117107231.99667,5.845393635241816e+19
487,2021-10-17,61248740629.17407,1.3113500028990855e+19
488,2021-10-18,152302090212.4126,2.067841454836797e+19
489,2021-10-19,72125711471.81558,1.7292321124212402e+19
490,2021-10-20,76076734556.67415,1.5857232574697064e+19
