,date,avg_count
0,2020-01-01,21.792977322604266
1,2020-01-02,22.795154185022053
2,2020-01-03,23.282865583456424
3,2020-01-04,23.10649161196204
4,2020-01-05,23.700719424460434
5,2020-01-06,24.59420289855071
6,2020-01-07,23.40087145969496
7,2020-01-08,23.133863965267736
8,2020-01-09,24.991272727272733
9,2020-01-10,24.73328540618261
10,2020-01-11,24.57661583151776
11,2020-01-12,25.377890173410368
12,2020-01-13,25.604974396488632
13,2020-01-14,25.307973664959757
14,2020-01-15,26.3490566037736
15,2020-01-16,25.95933188090052
16,2020-01-17,27.401310997815006
17,2020-01-18,23.512727272727293
18,2020-01-19,23.165462427745656
19,2020-01-20,24.48180494905388
20,2020-01-21,24.797238372093048
21,2020-01-22,23.68002915451892
22,2020-01-23,24.69013062409288
23,2020-01-24,25.08423326133908
24,2020-01-25,21.435448577680518
25,2020-01-26,20.21915820029025
26,2020-01-27,23.547636363636347
27,2020-01-28,24.659868900218523
28,2020-01-29,23.56727272727274
29,2020-01-30,22.753424657534243
30,2020-01-31,23.084179970972446
31,2020-02-01,24.910869565217386
32,2020-02-02,27.4887436456064
33,2020-02-03,21.35148874364562
34,2020-02-04,22.52104499274313
35,2020-02-05,20.438455935906816
36,2020-02-06,20.77276037873272
37,2020-02-07,23.23110151187906
38,2020-02-08,22.64658925979683
39,2020-02-09,20.299562682215765
40,2020-02-10,18.603498542274075
41,2020-02-11,19.24473493100945
42,2020-02-12,19.75976845151952
43,2020-02-13,19.1563636363636
44,2020-02-14,18.790132547864488
45,2020-02-15,18.51405912040377
46,2020-02-16,19.044668587896247
47,2020-02-17,19.10852148579751
48,2020-02-18,19.51579720793536
49,2020-02-19,19.26147123088131
50,2020-02-20,18.43519188993485
51,2020-02-21,18.334537572254323
52,2020-02-22,19.18261504747988
53,2020-02-23,19.664727272727255
54,2020-02-24,19.679136690647464
55,2020-02-25,18.938583815028863
56,2020-02-26,21.75477239353889
57,2020-02-27,21.804931109499616
58,2020-02-28,21.88060781476118
59,2020-02-29,22.060805860805843
60,2020-03-01,23.202346041055726
61,2020-03-02,24.11280931586613
62,2020-03-03,22.255116959064345
63,2020-03-04,21.589220684632167
64,2020-03-05,23.600291757841017
65,2020-03-06,21.13343002175488
66,2020-03-07,21.959153902261114
67,2020-03-08,22.36449963476988
68,2020-03-09,23.08431085043985
69,2020-03-10,25.056
70,2020-03-11,22.09137055837564
71,2020-03-12,20.070802919708004
72,2020-03-13,22.26690909090909
73,2020-03-14,22.515283842794727
74,2020-03-15,23.41534008683069
75,2020-03-16,21.531341107871707
76,2020-03-17,22.639765223771093
77,2020-03-18,21.708242159008027
78,2020-03-19,25.806593406593375
79,2020-03-20,26.055878084179973
80,2020-03-21,24.108521485797528
81,2020-03-22,24.807860262008727
82,2020-03-23,25.32847778587036
83,2020-03-24,26.0645634629494
84,2020-03-25,23.20775420629116
85,2020-03-26,22.733478576615823
86,2020-03-27,25.64809384164223
87,2020-03-28,24.10732414793332
88,2020-03-29,23.56925308194344
89,2020-03-30,24.19753086419749
90,2020-03-31,24.88026124818575
91,2020-04-01,24.757443718228025
92,2020-04-02,24.926061493411417
93,2020-04-03,28.23183139534876
94,2020-04-04,24.30865102639296
95,2020-04-05,22.505830903790088
96,2020-04-06,23.026200873362463
97,2020-04-07,23.862944162436545
98,2020-04-08,23.598259608411915
99,2020-04-09,25.325309992706018
100,2020-04-10,23.9334308705194
101,2020-04-11,24.10568513119533
102,2020-04-12,24.522496371552965
103,2020-04-13,23.94843863471312
104,2020-04-14,23.99409158050224
105,2020-04-15,23.341605839416065
106,2020-04-16,23.702683103698337
107,2020-04-17,24.78843338213766
108,2020-04-18,26.46787003610108
109,2020-04-19,26.078159240321398
110,2020-04-20,25.623452294246203
111,2020-04-21,24.8621444201313
112,2020-04-22,28.645090909090943
113,2020-04-23,29.82262773722628
114,2020-04-24,25.82574114244396
115,2020-04-25,27.072157434402364
116,2020-04-26,27.60289855072464
117,2020-04-27,26.557986870897167
118,2020-04-28,23.754525706010146
119,2020-04-29,26.242159008023314
120,2020-04-30,24.44989027066567
121,2020-05-01,24.433893352812277
122,2020-05-02,24.02048280907097
123,2020-05-03,24.421282798833765
124,2020-05-04,25.01884057971016
125,2020-05-05,22.302785923753685
126,2020-05-06,25.708393632416787
127,2020-05-07,33.16825164594
128,2020-05-08,24.103347889374103
129,2020-05-09,24.597080291970794
130,2020-05-10,24.662527392257104
131,2020-05-11,23.718340611353703
132,2020-05-12,24.047550432276648
133,2020-05-13,24.729060451565957
134,2020-05-14,23.982404692082103
135,2020-05-15,24.12026239067054
136,2020-05-16,27.00072516316172
137,2020-05-17,25.825235678027543
138,2020-05-18,25.504706734250554
139,2020-05-19,25.946676406135857
140,2020-05-20,25.8808479532164
141,2020-05-21,23.018221574344025
142,2020-05-22,23.3676577229877
143,2020-05-23,24.50326323422772
144,2020-05-24,23.758076094759545
145,2020-05-25,26.989869753979747
146,2020-05-26,28.000723065799
147,2020-05-27,26.636029411764707
148,2020-05-28,26.514619883040936
149,2020-05-29,28.84820143884892
150,2020-05-30,28.19854545454544
151,2020-05-31,27.87880986937592
152,2020-06-01,28.974783861671455
153,2020-06-02,29.08163265306124
154,2020-06-03,29.127999999999975
155,2020-06-04,30.578251285819253
156,2020-06-05,31.086545454545515
157,2020-06-06,31.193313953488367
158,2020-06-07,33.05152394775036
159,2020-06-08,32.39577259475213
160,2020-06-09,32.27344877344873
161,2020-06-10,32.193997071742295
162,2020-06-11,33.02547307132456
163,2020-06-12,34.55245781364639
