,date,avg_fee,avg_value
93,2021-04-05,,21634696605.783108
94,2021-04-06,,311346146278.64075
95,2021-04-07,,20984017393.65981
96,2021-04-08,,1126150637812.629
97,2021-04-09,,12577284219.399475
98,2021-04-10,,22511547488.64481
99,2021-04-11,,67250279226.11825
100,2021-04-12,,165525072136.01315
101,2021-04-13,,343864646325.2987
102,2021-04-14,,26726000916.776733
103,2021-04-15,,1134399973954.1306
104,2021-04-16,,19597643067.944782
105,2021-04-17,,20269619228.70734
106,2021-04-18,,17141336039.523684
107,2021-04-19,,18302757384.16364
108,2021-04-20,,980915397917.54
109,2021-04-21,,99444289693.86522
110,2021-04-22,,12002508791.928242
111,2021-04-23,,108479981752.5274
112,2021-04-24,,25866764413.9382
113,2021-04-25,,64628224531.59677
114,2021-04-26,,1674606077590.4172
115,2021-04-27,,322779387003.5574
116,2021-04-28,,221651039219.3508
117,2021-04-29,,213500165579.5262
118,2021-04-30,,1606692663473.64
119,2021-05-01,,154448975366.82147
120,2021-05-02,,234720978418.7844
121,2021-05-03,,1719146058639.085
122,2021-05-04,,519103670877.2173
123,2021-05-05,,642588734162.288
124,2021-05-06,,133041158172.44896
125,2021-05-07,,134853426093.93544
126,2021-05-08,,421480617202.7804
127,2021-05-09,,664917681866.1855
128,2021-05-10,,547688225916.98737
129,2021-05-11,,5282545853826.47
130,2021-05-12,,2894357624548.367
131,2021-05-13,,1970393554462.911
132,2021-05-14,,1680847514555.0833
133,2021-05-15,,546225537233.1504
134,2021-05-16,,1447164883495.4143
135,2021-05-17,,1081731327046.4984
136,2021-05-18,,2917166710410.4517
137,2021-05-19,,446118650647.1524
138,2021-05-20,,568371856644.2745
139,2021-05-21,,267192662356.87265
140,2021-05-22,,135881631513.32121
141,2021-05-23,,115778878427.18497
142,2021-05-24,,1060910470102.7684
143,2021-05-25,,1919093380323.8452
144,2021-05-26,,1721606741147.8154
145,2021-05-27,,3619466839162.908
146,2021-05-28,,1413495586580.3076
147,2021-05-29,,4221555983602.6904
148,2021-05-30,,723955916584.6798
149,2021-05-31,,248221636653.0197
150,2021-06-01,,482014736276.4173
151,2021-06-02,,893525688566.5267
152,2021-06-03,,1558067765997.01
153,2021-06-04,,1279610042625.4675
154,2021-06-05,,566195094014.6581
155,2021-06-06,,2564635436526.3687
156,2021-06-07,,12537783912988.695
157,2021-06-08,,2466056696340.279
158,2021-06-09,,1291764417030.8203
159,2021-06-10,,1461865847849.3665
160,2021-06-11,,1111347561396.484
161,2021-06-12,,1021905859445.3243
162,2021-06-13,,5600797418631.227
163,2021-06-14,,1172950029584.0977
164,2021-06-15,,545075305930.2886
165,2021-06-16,,1299637100795.4297
166,2021-06-17,,922748603691.4918
167,2021-06-18,,747547714576.1786
168,2021-06-19,,1041528676043.6162
169,2021-06-20,,778398158609.549
170,2021-06-21,,984899463993.0323
171,2021-06-22,,3203104162763.8486
172,2021-06-23,,328262810586.5888
173,2021-06-24,,1459484041183.5476
174,2021-06-25,,1216990696304.6433
175,2021-06-26,,1319488698151.9724
176,2021-06-27,,1513213615819.1206
177,2021-06-28,,3013445226156.8315
178,2021-06-29,,3177855753514.026
179,2021-06-30,,2515599251718.2734
180,2021-07-01,,9531070766456.084
181,2021-07-02,,9985594127240.984
182,2021-07-03,,8731759761190.722
183,2021-07-04,,5502170459713.218
184,2021-07-05,,11341465504871.156
185,2021-07-06,,9817679335874.596
186,2021-07-07,,5851054943313.77
187,2021-07-08,,4485762087874.427
188,2021-07-09,,4808471124006.5205
189,2021-07-10,,7951422956430.984
190,2021-07-11,,8089007797302.083
191,2021-07-12,,4195371640058.188
192,2021-07-13,,6008805446198.113
193,2021-07-14,,4450064969307.055
194,2021-07-15,,5471685343478.17
195,2021-07-16,,3891653439754.3066
196,2021-07-17,,4732786961744.21
197,2021-07-18,,4827616101067.8955
198,2021-07-19,,4550328551081.236
199,2021-07-20,,3049992386164.8037
200,2021-07-21,,6471148556967.352
201,2021-07-22,,4036201499247.4263
202,2021-07-23,,3673821446161.1577
203,2021-07-24,,2859874568836.2686
204,2021-07-25,,680575053041.9066
205,2021-07-26,,1878675936368.6624
206,2021-07-27,,1584544681307.4436
207,2021-07-28,,2079025814807.2063
208,2021-07-29,,811705127929.4929
209,2021-07-30,,739533552429.3315
210,2021-07-31,,493917415979.7739
211,2021-08-01,,261650959295.59415
212,2021-08-02,,2109764352145.7136
213,2021-08-03,,1049393490498.319
214,2021-08-04,,3958124490782.6216
215,2021-08-05,,5140476106684.402
216,2021-08-06,,1918344765897.8015
217,2021-08-07,,1631473041601.011
218,2021-08-08,,3378172590719.468
219,2021-08-09,,1952069305040.3047
220,2021-08-10,,1855897410046.0427
221,2021-08-11,,1828386196593.901
222,2021-08-12,,1486875034992.7249
223,2021-08-13,,1180174940893.2988
224,2021-08-14,,1000869551463.7804
225,2021-08-15,,1806007138304.5225
226,2021-08-16,,2466644967308.7705
227,2021-08-17,,2406735394146.356
228,2021-08-18,,1664497799992.5706
229,2021-08-19,,1929083087856.4773
230,2021-08-20,,8026042836073.431
231,2021-08-21,,656347004717.5618
232,2021-08-22,,395499269373.9472
233,2021-08-23,,1155409744650.2544
234,2021-08-24,,1496104718943.014
235,2021-08-25,,1467386298440.9524
236,2021-08-26,,2054109085459.2424
237,2021-08-27,,3199562177411.238
238,2021-08-28,,1520610048625.114
239,2021-08-29,,1637163177241.8904
240,2021-08-30,,1587326328865.7488
241,2021-08-31,,1876143091159.4385
242,2021-09-01,,3061178984775.7905
243,2021-09-02,,2349241304738.857
244,2021-09-03,,1829657579855.8533
245,2021-09-04,,6315331039745.949
246,2021-09-05,,8278294274773.02
247,2021-09-06,,4971250847826.05
248,2021-09-07,,5292037171616.762
249,2021-09-08,,5656796142624.65
250,2021-09-09,,7707150077203.348
251,2021-09-10,,7723497855883.269
252,2021-09-11,,8149589923329.732
253,2021-09-12,,14801852967623.623
254,2021-09-13,,12299743634911.143
255,2021-09-14,,7970542799795.597
256,2021-09-15,,9721809206728.941
257,2021-09-16,,10975170383545.879
258,2021-09-17,,9008204037078.703
259,2021-09-18,,9664812490149.748
260,2021-09-19,,8253520053027.449
261,2021-09-20,,7747939605208.175
262,2021-09-21,,6025593315221.9
263,2021-09-22,,7605576741664.587
264,2021-09-23,,6709369542668.353
265,2021-09-24,,2922319726604.7
266,2021-09-25,,3782752108595.9385
267,2021-09-26,,3583731306808.509
268,2021-09-27,,4349644186795.09
269,2021-09-28,,2841509392261.125
270,2021-09-29,,3061661373099.967
271,2021-09-30,,2650403799442.54
272,2021-10-01,,2102812465112.772
273,2021-10-02,,2644817546102.9893
274,2021-10-03,,860053279524.0992
275,2021-10-04,,989548808110.2125
276,2021-10-05,,2851711665918.0303
277,2021-10-06,,3301900147491.008
278,2021-10-07,,1330114499647.71
279,2021-10-08,,4428534896506.113
280,2021-10-09,,3438454164446.438
281,2021-10-10,,1822464241060.0896
282,2021-10-11,,2903993277591.233
283,2021-10-12,,2946533201671.3315
284,2021-10-13,,5510710850072.782
285,2021-10-14,,7655217268717.11
286,2021-10-15,,3934472543013.01
287,2021-10-16,,3145377627541.802
288,2021-10-17,,5475369147941.874
289,2021-10-18,,3339111026503.784
290,2021-10-19,,2286397318374.502
291,2021-10-20,,4338309332203.2495
292,2021-10-21,,6981096975736.014
293,2021-10-22,,11092944165112.488
294,2021-10-23,,27926001786317.164
295,2021-10-24,,32573712293212.652
296,2021-10-25,,19807295729951.887
297,2021-10-26,,14234620346511.348
298,2021-10-27,,21965303625516.727
299,2021-10-28,,61113362019689.195
300,2021-10-29,,88479576547748.03
301,2021-10-30,,55272282262952.27
302,2021-10-31,,36865286306908.77
303,2021-11-01,,46488025482137.0
304,2021-11-02,,38193215207505.04
305,2021-11-03,,35199001011501.99
306,2021-11-04,,31154463930743.414
307,2021-11-05,,43991504019921.45
308,2021-11-06,,60778735654174.0
309,2021-11-07,,78795271835752.95
310,2021-11-08,,81288382916332.8
311,2021-11-09,,68559087992260.6
312,2021-11-10,,65715808242839.23
313,2021-11-11,,88415753771061.06
314,2021-11-12,,90740684119481.52
315,2021-11-13,,42594749899067.48
316,2021-11-14,,94479989109673.98
317,2021-11-15,,244785372931044.28
318,2021-11-16,,257088906273438.75
319,2021-11-17,,131877729283796.86
320,2021-11-18,,38654355468161.1
321,2021-11-19,,53453274305169.62
322,2021-11-20,,70643416717276.02
323,2021-11-21,,47103123651270.66
324,2021-11-22,,50148075271538.67
325,2021-11-23,,37516383702166.97
326,2021-11-24,,78329888689505.53
327,2021-11-25,,106626427077838.86
328,2021-11-26,,80108288423404.52
329,2021-11-27,,42935108055232.266
330,2021-11-28,,55065481574302.13
331,2021-11-29,,72349717960640.12
332,2021-11-30,,67368492896616.766
333,2021-12-01,,87771389703399.98
334,2021-12-02,,49224436948762.88
335,2021-12-03,,32187951444081.2
336,2021-12-04,,35941995786261.7
337,2021-12-05,,44599720240554.93
338,2021-12-06,,44866009791812.96
339,2021-12-07,,41091300007082.97
340,2021-12-08,,82205875386669.16
341,2021-12-09,,154880601613238.4
342,2021-12-10,,167478855412277.12
343,2021-12-11,,260347823770094.56
344,2021-12-12,,283763924215732.75
345,2021-12-13,,1304632100983762.0
346,2021-12-14,,1045403919593709.6
347,2021-12-15,,1287968337078016.5
348,2021-12-16,,1302888439850226.5
349,2021-12-17,,1090694534094055.2
350,2021-12-18,,1301367203312240.8
351,2021-12-19,,1407551685498012.0
352,2021-12-20,,1081745507068664.8
353,2021-12-21,,1062691610926900.8
354,2021-12-22,,937018589004280.1
355,2021-12-23,,174230474872014.16
356,2021-12-24,,323063287170607.7
357,2021-12-25,,426455871618800.8
358,2021-12-26,,427417738052725.06
359,2021-12-27,,349163775908193.25
360,2021-12-28,,341117792506703.2
361,2021-12-29,,321886123109143.8
362,2021-12-30,,559019633080008.5
363,2021-12-31,,772609971717172.8
364,2022-01-01,,876761256682538.1
365,2022-01-02,,898995113246184.4
366,2022-01-03,,387489407100206.8
367,2022-01-04,,310662656518492.6
368,2022-01-05,,307663885346243.8
369,2022-01-06,,169025293171432.38
370,2022-01-07,,119571169018560.8
371,2022-01-08,,180238447786629.75
372,2022-01-09,,218813951575422.44
373,2022-01-10,,223043878014524.88
374,2022-01-11,,274409715785714.03
375,2022-01-12,,352071120222047.25
376,2022-01-13,,280488672424342.47
377,2022-01-14,,292126217526323.8
378,2022-01-15,,346366898188136.4
379,2022-01-16,,300559805917340.5
380,2022-01-17,,273256114137826.2
381,2022-01-18,,235991444961110.97
382,2022-01-19,,223191826782781.88
383,2022-01-20,,237861904559767.6
384,2022-01-21,,124519307345068.45
385,2022-01-22,,106663629013203.31
386,2022-01-23,,256560448137380.84
387,2022-01-24,,145236891702877.6
388,2022-01-25,,358211846348025.06
389,2022-01-26,,316558559326659.6
390,2022-01-27,,268546794715281.2
391,2022-01-28,,279589694416496.03
392,2022-01-29,,287594893870572.4
393,2022-01-30,,380527126502373.1
394,2022-01-31,,327873780099782.25
395,2022-02-01,,224747749151516.97
396,2022-02-02,,144127885417449.4
397,2022-02-03,,158544734336065.0
398,2022-02-04,,378982209007292.94
399,2022-02-05,,150498099687852.62
400,2022-02-06,,152337895600913.9
401,2022-02-07,,324939792898781.44
402,2022-02-08,,277830683389931.62
403,2022-02-09,,719556692740657.2
404,2022-02-10,,976593853826811.2
405,2022-02-11,,160475501418533.25
406,2022-02-12,,148133894311648.4
407,2022-02-13,,159129780687064.9
408,2022-02-14,,120783217415622.8
409,2022-02-15,,30002382773410.703
410,2022-02-16,,172428155262289.2
411,2022-02-17,,170642834232529.16
412,2022-02-18,,193962071963880.56
413,2022-02-19,,204228437713087.97
414,2022-02-20,,157461428590036.03
415,2022-02-21,,136404373599883.58
416,2022-02-22,,149524227127056.7
417,2022-02-23,,172106699674536.88
418,2022-02-24,,517148109696420.56
419,2022-02-25,,403502475496312.9
420,2022-02-26,,240942030067325.7
421,2022-02-27,,474353152424486.94
422,2022-02-28,,416444026006175.4
423,2022-03-01,,520569217418660.06
424,2022-03-02,,254290033956514.3
425,2022-03-03,,271811395454909.56
426,2022-03-04,,500651457342726.2
427,2022-03-05,,607062924265071.4
428,2022-03-06,,626152789162967.5
429,2022-03-07,,498402995494496.0
430,2022-03-08,,662615673947191.9
431,2022-03-09,,573619696553527.1
432,2022-03-10,,686254050967754.0
433,2022-03-11,,1447421777199841.5
434,2022-03-12,,452773101480912.4
435,2022-03-13,,374117138585164.4
436,2022-03-14,,419135617207524.2
437,2022-03-15,,407888606061097.6
438,2022-03-16,,334531392914218.4
439,2022-03-17,,347780043167897.6
440,2022-03-18,,288847664324258.1
441,2022-03-19,,150119333393357.2
442,2022-03-20,,99173796425972.2
443,2022-03-21,,103864121786923.81
444,2022-03-22,,227388144290426.38
445,2022-03-23,,304815088530483.7
446,2022-03-24,,224777098908590.53
447,2022-03-25,,123045025942957.45
448,2022-03-26,,131712925429341.12
449,2022-03-27,,106493901846754.69
450,2022-03-28,,60751906327632.91
451,2022-03-29,,29568808451598.5
452,2022-03-30,,37781414010275.02
453,2022-03-31,,21286379444880.566
454,2022-04-01,,19577556768330.453
455,2022-04-02,,22155748758884.727
456,2022-04-03,,17421270810956.51
457,2022-04-04,,17131619010601.152
458,2022-04-05,,23854922401726.434
459,2022-04-06,,13174538764665.676
460,2022-04-07,,14527044477054.977
461,2022-04-08,,17859356826663.938
462,2022-04-09,,17562801841128.16
463,2022-04-10,,11882014690894.22
464,2022-04-11,,22246874972644.887
465,2022-04-12,,25207240827281.93
466,2022-04-13,,12701882203887.717
467,2022-04-14,,20502357027595.855
468,2022-04-15,,24703794480237.535
469,2022-04-16,,27606117507024.348
470,2022-04-17,,89852642802726.3
471,2022-04-18,,20603403374910.81
472,2022-04-19,,16538463757230.379
473,2022-04-20,,12981463253657.088
474,2022-04-21,,6135933518142.91
475,2022-04-22,,8028616681051.512
476,2022-04-23,,10578663402615.197
477,2022-04-24,,17530535435170.61
478,2022-04-25,,21209029271540.914
479,2022-04-26,,3539673225530304.0
480,2022-04-27,,423288214178734.6
481,2022-04-28,,3314702002506508.0
482,2022-04-29,,2173627577368580.8
483,2022-04-30,,5552822785149410.0
484,2022-05-01,,32828100766396.332
485,2022-05-02,,29500295069027.793
486,2022-05-03,,26912158380928.8
487,2022-05-04,,75774798364030.78
488,2022-05-05,,13725776564517.523
489,2022-05-06,,9666427621217.648
490,2022-05-07,,9230893135011.81
491,2022-05-08,,21571733624692.324
492,2022-05-09,,11151171002808.355
493,2022-05-10,,21956807175922.31
494,2022-05-11,,7503295139917.351
495,2022-05-12,,5604711857345.09
496,2022-05-13,,6671119379901.014
497,2022-05-14,,26610291209819.727
498,2022-05-15,,8216619958740.574
499,2022-05-16,,7958321081107.147
500,2022-05-17,,7657619908369.677
501,2022-05-18,,3339420741463.668
502,2022-05-19,,444819683338149.25
503,2022-05-20,,13968416283799.652
504,2022-05-21,,5431009067537.433
505,2022-05-22,,13505760613395.092
506,2022-05-23,,16079433554053.979
507,2022-05-24,,7897008169734.138
508,2022-05-25,,5958844338214.344
509,2022-05-26,,4227486097203.7026
510,2022-05-27,,16318704829710.266
511,2022-05-28,,8760621330372.215
512,2022-05-29,,16204004590935.326
513,2022-05-30,,16448420040847.912
514,2022-05-31,,25247934323183.63
515,2022-06-01,,101670254480928.28
516,2022-06-02,,106065654627015.31
517,2022-06-03,,54891598482046.9
518,2022-06-04,,81764739127914.83
519,2022-06-05,,48453586102995.39
520,2022-06-06,,172615201039817.88
521,2022-06-07,,113118655173170.48
522,2022-06-08,,42812448133920.336
523,2022-06-09,,55059907174011.73
524,2022-06-10,,73088560359112.48
525,2022-06-11,,70167161769098.94
526,2022-06-12,,48424071654409.19
527,2022-06-13,,25581980388084.457
528,2022-06-14,,55382817445671.55
529,2022-06-15,,24573508549591.504
530,2022-06-16,,43805233511119.484
531,2022-06-17,,51497710002550.734
532,2022-06-18,,35124842643867.38
533,2022-06-19,,37906666841328.18
534,2022-06-20,,106976611702739.08
535,2022-06-21,,35620045999535.2
536,2022-06-22,,42970085177847.9
537,2022-06-23,,39762739125865.86
538,2022-06-24,,46614028075103.18
539,2022-06-25,,45980910699974.51
540,2022-06-26,,49863208682984.625
541,2022-06-27,,38550767010873.24
542,2022-06-28,,38530708853267.125
543,2022-06-29,,39670636606970.39
544,2022-06-30,,60876389138376.42
545,2022-07-01,,54367884677964.88
546,2022-07-02,,103190585527209.48
547,2022-07-03,,127568694363850.45
548,2022-07-04,,220612770931673.28
549,2022-07-05,,194731662419654.53
550,2022-07-06,,145219559631896.25
551,2022-07-07,,214427646499076.3
552,2022-07-08,,84832191239130.34
553,2022-07-09,,32170669606839.562
554,2022-07-10,,41354389749091.32
555,2022-07-11,,47028189772394.66
556,2022-07-12,,145349355918373.2
557,2022-07-13,,167060984833157.97
558,2022-07-14,,180583037054947.0
559,2022-07-15,,13884270699088.012
560,2022-07-16,,10206177554611.857
561,2022-07-17,,9189610296425.98
562,2022-07-18,,45242561922656.086
563,2022-07-19,,8460137004174.77
564,2022-07-20,,10101217400132.363
565,2022-07-21,,5727755912664.018
566,2022-07-22,,3872100199621.7305
567,2022-07-23,,5547766289562.25
568,2022-07-24,,3252983225379.561
569,2022-07-25,,7579513993777.982
570,2022-07-26,,6730718446199.161
571,2022-07-27,,6284909584870.108
572,2022-07-28,,2837062080449.65
573,2022-07-29,,34584281214786.24
574,2022-07-30,,9248867021915.562
575,2022-07-31,,8038556213808.547
576,2022-08-01,,5962867191867.719
577,2022-08-02,,9715103139267.17
578,2022-08-03,,5249870168541.002
579,2022-08-04,,4140799691909.7407
580,2022-08-05,,4824935064551.092
581,2022-08-06,,4166898533699.05
582,2022-08-07,,4612056864845.88
583,2022-08-08,,5925511061899.956
584,2022-08-09,,3424613261526.452
585,2022-08-10,,15690342556277.523
586,2022-08-11,,5653622079093.728
587,2022-08-12,,1330781530919.7322
588,2022-08-13,,3285527467187.197
589,2022-08-14,,1386560691925.7092
590,2022-08-15,,4953179359105.428
591,2022-08-16,,15618845604586.285
592,2022-08-17,,4491444726569.685
593,2022-08-18,,2769980069645.599
594,2022-08-19,,3200826858967.869
595,2022-08-20,,2737160251778.924
596,2022-08-21,,3812337091402.7104
597,2022-08-22,,4905853975490.718
598,2022-08-23,,2594104977377.0957
599,2022-08-24,,3292746751172.3394
600,2022-08-25,,5719911765890.264
601,2022-08-26,,4336639243551.132
602,2022-08-27,,2823435632209.052
603,2022-08-28,,2565315752073.184
604,2022-08-29,,2238770824551.1343
605,2022-08-30,,4044805105806.575
606,2022-08-31,,5244309099030.05
607,2022-09-01,,3184647249390.1104
608,2022-09-02,,4319637793970.565
609,2022-09-03,,5144875311764.732
610,2022-09-04,,7465080216256.845
611,2022-09-05,,5919541453012.991
612,2022-09-06,,4238346854252.3374
613,2022-09-07,,4319077088066.4326
614,2022-09-08,,3350417128045.1406
615,2022-09-09,,15177204702849.922
616,2022-09-10,,2054369264933.1416
617,2022-09-11,,11404401823549.19
618,2022-09-12,,2424374169829.6167
619,2022-09-13,,2692172920743.3926
620,2022-09-14,,1962574991255.136
621,2022-09-15,,2612632216901.404
622,2022-09-16,,2007812520407.252
623,2022-09-17,,2683644499616.738
624,2022-09-18,,2639875532167.672
625,2022-09-19,,23223374330697.9
626,2022-09-20,,2360379274477.1
627,2022-09-21,,1832676929262.9675
628,2022-09-22,,4043259098466.68
629,2022-09-23,,3649396696964.041
630,2022-09-24,,6149872000006.56
631,2022-09-25,,26797797165978.2
632,2022-09-26,,13682711716399.316
633,2022-09-27,,9682141112442.51
634,2022-09-28,,3926220840240.432
635,2022-09-29,,5411788602111.039
636,2022-09-30,,5119449384610.566
637,2022-10-01,,5112430256903.41
638,2022-10-02,,1894426427465.0957
639,2022-10-03,,3424486949945.161
640,2022-10-04,,2402972862193.774
641,2022-10-05,,2707891011996.5293
642,2022-10-06,,5026777915994.918
643,2022-10-07,,8059128344518.481
644,2022-10-08,,4306070227555.2456
645,2022-10-09,,5021461573920.219
646,2022-10-10,,4701708001766.391
647,2022-10-11,,2717051054360.116
648,2022-10-12,,5415258133062.502
649,2022-10-13,,3930178071281.3926
650,2022-10-14,,3254617491664.882
651,2022-10-15,,7073297741161.623
652,2022-10-16,,8933032303312.41
653,2022-10-17,,12772676604922.883
654,2022-10-18,,6054982127111.864
655,2022-10-19,,1073358428422887.6
656,2022-10-20,,7142184010471.79
657,2022-10-21,,2226402265547.9707
658,2022-10-22,,7172801768096.713
659,2022-10-23,,2696576357999.677
660,2022-10-24,,3915644776796.093
661,2022-10-25,,4078688600845.3647
662,2022-10-26,,3483342853864.118
663,2022-10-27,,6848604494156.266
664,2022-10-28,,4153413222701.988
665,2022-10-29,,7068766231118.864
666,2022-10-30,,5541664695093.758
667,2022-10-31,,5567305532940.524
668,2022-11-01,,3329611989267.009
669,2022-11-02,,6554699641018.542
670,2022-11-03,,3023038901299.453
671,2022-11-04,,3116913975357.054
672,2022-11-05,,5853152109793.444
673,2022-11-06,,5830822624676.173
674,2022-11-07,,6191778026000.794
675,2022-11-08,,1792169803542.7207
676,2022-11-09,,3787049192894.846
677,2022-11-10,,1507215000394.949
678,2022-11-11,,2343205298349.8384
679,2022-11-12,,2387582715102.436
680,2022-11-13,,2455977855921.9062
681,2022-11-14,,4166836244723.368
682,2022-11-15,,7003392555523.509
683,2022-11-16,,1943425660168.89
684,2022-11-17,,1461156328985.3806
685,2022-11-18,,2898245740048.431
686,2022-11-19,,3594308824527.8496
687,2022-11-20,,951033183508.0765
688,2022-11-21,,1435699487268.1863
689,2022-11-22,,980133561744.5614
690,2022-11-23,,715743737289.9639
691,2022-11-24,,993094815271.3688
692,2022-11-25,,2898382196546.1626
693,2022-11-26,,1367032877777.7056
694,2022-11-27,,1964698136165.9065
695,2022-11-28,,602948603173.4795
696,2022-11-29,,7969831501158.896
697,2022-11-30,,3017378248471.353
698,2022-12-01,,6799906761920.419
699,2022-12-02,,2571481160771.8125
700,2022-12-03,,2571850927129.7075
701,2022-12-04,,1666525341148.9038
702,2022-12-05,,109899761141112.14
703,2022-12-06,,173010042113380.88
704,2022-12-07,,5737804298361.446
705,2022-12-08,,121021404333154.0
706,2022-12-09,,224741959130798.03
707,2022-12-10,,13145177004079.547
708,2022-12-11,,96344642810209.1
709,2022-12-12,,27025135914163.37
710,2022-12-13,,6398831939260.421
711,2022-12-14,,4202609480927.884
712,2022-12-15,,143143720674915.12
713,2022-12-16,,19652287840322.367
714,2022-12-17,,23794404263332.586
715,2022-12-18,,598688508525414.1
716,2022-12-19,,536277809613344.94
717,2022-12-20,,11114590320460.152
718,2022-12-21,,1851210175560.52
719,2022-12-22,,10326188666134.256
720,2022-12-23,,8176913597590.25
721,2022-12-24,,3236439381635.3184
722,2022-12-25,,3172462432949.975
723,2022-12-26,,26401665047741.28
724,2022-12-27,,4212380249738.4766
725,2022-12-28,,20991367781618.473
726,2022-12-29,,3957197395408.4346
727,2022-12-30,,2716506327620.0903
728,2022-12-31,,7692662530738.816
729,2023-01-01,5000.0,7282031013791.639
730,2023-01-02,,9075960062087.951
731,2023-01-03,,122425617328760.55
732,2023-01-04,,176975822670941.84
733,2023-01-05,,13727291450688.557
734,2023-01-06,,30372782014544.805
735,2023-01-07,,2906247059803108.5
736,2023-01-08,,50336816213637.59
737,2023-01-09,5000.0,33650051934866.707
738,2023-01-10,,51326162689666.09
739,2023-01-11,,57668800020830.14
740,2023-01-12,,36194329419720.734
741,2023-01-13,,37086754439849.27
742,2023-01-14,,25543803513162.24
743,2023-01-15,,24595570673287.727
744,2023-01-16,,20842468345247.92
745,2023-01-17,,26977329636520.367
746,2023-01-18,,28869737811155.69
747,2023-01-19,,26891178165495.047
748,2023-01-20,,23636878384485.562
749,2023-01-21,,20117144249351.316
750,2023-01-22,,20699212395380.613
751,2023-01-23,,18333968161961.945
752,2023-01-24,,26844235313078.992
753,2023-01-25,,25815179374207.44
754,2023-01-26,,32856935355024.17
755,2023-01-27,,37344582551366.6
756,2023-01-28,,185096838925138.4
757,2023-01-29,,24023484220776.098
758,2023-01-30,,24174925131313.53
759,2023-01-31,,25571671173709.51
760,2023-02-01,,33551043618686.86
761,2023-02-02,,35470231500716.44
762,2023-02-03,,37962045535098.86
763,2023-02-04,,30470948065728.61
764,2023-02-05,,11739881472907.504
765,2023-02-06,,9600326027252.21
766,2023-02-07,,8852231534328.559
767,2023-02-08,,11737118959487.436
